StudentID;SurveyDate;SurveyNr;Question;LastOpinionChangeWeightA;LastOpinionChangeWeightB;SurveyWeightA;SurveyWeightB;OpinionSim;OpinionSurvey;Mu;Theta;Lambda;ForgettingType;Delta;Units
20905;1317045780;1;toomucheqrights;0.179952;0.937489;0.179952;0.937489;1;1;0.300000;0.200000;0.005631;exponential;0.700000;3600
13116;1313432700;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
75178;1313444580;1;toomucheqrights;0.179952;0.937489;0.179952;0.937489;1;1;0.300000;0.200000;0.005631;exponential;0.700000;3600
30952;1316439240;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
60830;1314048480;1;toomucheqrights;0.179952;0.937489;0.179952;0.937489;1;1;0.300000;0.200000;0.005631;exponential;0.700000;3600
69669;1313606160;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
22931;1313609880;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
62555;1313417040;1;toomucheqrights;0.937489;0.179952;0.937489;0.179952;0;0;0.300000;0.200000;0.005631;exponential;0.700000;3600
26999;1313413080;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
10841;1313421540;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
88133;1313962380;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
78966;1313483820;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
55464;1313446320;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
86352;1313594460;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
85596;1313415420;1;toomucheqrights;0.378152;0.611415;0.378152;0.611415;2;2;0.300000;0.200000;0.005631;exponential;0.700000;3600
52923;1313444700;1;toomucheqrights;0.937489;0.179952;0.937489;0.179952;0;0;0.300000;0.200000;0.005631;exponential;0.700000;3600
17353;1313526900;1;toomucheqrights;0.937489;0.179952;0.937489;0.179952;0;0;0.300000;0.200000;0.005631;exponential;0.700000;3600
39122;1313414640;1;toomucheqrights;0.937489;0.179952;0.937489;0.179952;0;0;0.300000;0.200000;0.005631;exponential;0.700000;3600
